999323,Landino,Mariane,Married,V8Y 1L1,2503333333,Victoria,,,,,,,,,,,,,,,,,,,
999325,Laplante,Enrique,Single,K2G5B6,6130000002,Ottawa,,,,,,,,,,,,,,,,,,,
999327,Larkin,Wilfrid,Coresident,T2P 0M9,4037777777,Calgary,,,,,,,,,,,,,,,,,,,
999329,McClellan,Joe,Single,H1Y 2H8,5145555555,Montreal,,,,,,,,,,,,,,,,,,,
999331,Minkel,Orpah,Single,H1Y 2H8,5146666666,Montreal,,,,,,,,,,,,,,,,,,,
999333,Moran,Adam,Married,K1N5B6,6130000003,Ottawa,,,,,,,,,,,,,,,,,,,
999335,Morton,Amie,Married,K1N5B6,6130000004,Ottawa,,,,,,,,,,,,,,,,,,,
999337,Nielson,Alexander,Married,T2P 0M9,4038888888,Calgary,,,,,,,,,,,,,,,,,,,
999339,Noram,Amelie,Married,V8Y 1L1,2503333333,Victoria,,,,,,,,,,,,,,,,,,,
999341,Norquist,Christof,Married,X1A 2N6,8675555555,Yellowknife,,,,,,,,,,,,,,,,,,,
999343,Novick,Jeanette,Married,K1N5B6,6130000005,Ottawa,,,,,,,,,,,,,,,,,,,
999345,Oakden,Chris,Married,T2H 0K5,4039999999,Calgary,,,,,,,,,,,,,,,,,,,
999347,Ortiz,Suzette,Coresident,M5G 2L5,4161111112,Toronto,,,,,,,,,,,,,,,,,,,
999349,Orson,Harry,Single,X1A 1H7,8676666666,Yellowknife,,,,,,,,,,,,,,,,,,,
999351,Osborne,Lynette,Single,V8Z 7G4,2504444444,Victoria,,,,,,,,,,,,,,,,,,,
999353,Page,Kristof,Married,K2G5B6,6130000006,Ottawa,,,,,,,,,,,,,,,,,,,
999355,Paskins,Martie,Married,X1A 2N6,8677777777,Yellowknife,,,,,,,,,,,,,,,,,,,
999357,Pavlovich,Pablo,Married,V8Y 1L1,2505555555,Victoria,,,,,,,,,,,,,,,,,,,
999359,Perez,Lucia,Married,K2G 5B8,6130000007,Ottawa,,,,,,,,,,,,,,,,,,,
999361,Queen,Avatar,Married,V8Z 7G4,2506666666,Victoria,,,,,,,,,,,,,,,,,,,
999363,Quick,Sylvia,Married,M3B 3R5,4162222223,Toronto,,,,,,,,,,,,,,,,,,,
999365,Quinn,Jeffrey,Married,M3B 3R5,4163333334,Toronto,,,,,,,,,,,,,,,,,,,
999367,Quiroz,Sue,Coresident,K1N5B6,6130000008,Ottawa,,,,,,,,,,,,,,,,,,,
999369,Rasmussen,Igor,Single,V8Y 1L1,2507777777,Victoria,,,,,,,,,,,,,,,,,,,
999371,Redfern,Susanne,Single,T2P 0M9,4030000001,Calgary,,,,,,,,,,,,,,,,,,,
999373,Richards,Paul,Married,M5G 2L5,4164444445,Toronto,,,,,,,,,,,,,,,,,,,
999375,Rivera,Joanne,Married,M5G 2L5,4165555556,Toronto,,,,,,,,,,,,,,,,,,,
999377,Smith,John,Single,V8Z 7G4,6130000009,Ottawa,,,,,,,,,,,,,,,,,,,
999379,Sargent,Winnefrid,Married,T2H 0K5,4031111112,Calgary,,,,,,,,,,,,,,,,,,,
999381,Siegel,Karl,Married,V8Z 7G4,2508888888,Victoria,,,,,,,,,,,,,,,,,,,
999383,Spicer,Betty,Married,V8Y 1L1,2509999999,Victoria,,,,,,,,,,,,,,,,,,,
999385,Thomas,James,Married,V8Z 7G4,2500000001,Victoria,,,,,,,,,,,,,,,,,,,
999387,Thompspn,Annabelle,Coresident,V8Y 1L1,2501111112,Victoria,,,,,,,,,,,,,,,,,,,
999389,Turner,Tes,Single,M5G 2L5,4166666667,Toronto,,,,,,,,,,,,,,,,,,,
999391,Tuttle,Cynthia,Single,K1N5B6,6131111112,Ottawa,,,,,,,,,,,,,,,,,,,
999393,Uphoff,Joe,Married,V8Z 7G4,2502222223,Victoria,,,,,,,,,,,,,,,,,,,
999395,Upton,Minjie,Married,V8Y 1L1,2503333334,Victoria,,,,,,,,,,,,,,,,,,,
999397,Urbani,Adam,Married,V8Y 1L1,2504444445,Victoria,,,,,,,,,,,,,,,,,,,
999399,Utzig,Isis,Married,T2P 0M9,4032222223,Calgary,,,,,,,,,,,,,,,,,,,
999401,Valdez,Alexander,Married,M5G 2L5,4167777778,Toronto,,,,,,,,,,,,,,,,,,,
999403,Vargas,Nadia,Married,H1Y 2H3,5147777777,Montreal,,,,,,,,,,,,,,,,,,,
999405,Verch,George,Married,H1Y 2H3,5148888888,Montreal,,,,,,,,,,,,,,,,,,,
999407,Vogel,Sue,Coresident,V8Y 1L1,2505555556,Victoria,,,,,,,,,,,,,,,,,,,
999409,Wadsworth,Chris,Single,K1N5B6,6131111113,Ottawa,,,,,,,,,,,,,,,,,,,
999411,Walsh,Susan,Single,V8Y 1L1,2506666667,Victoria,,,,,,,,,,,,,,,,,,,
999413,Watson,Tom,Married,V8Z 7G4,2507777778,Victoria,,,,,,,,,,,,,,,,,,,
999415,Wedig,Lily,Married,X1A 2N6,8678888888,Yellowknife,,,,,,,,,,,,,,,,,,,
999417,Xanadu,Sunshine,Married,H1Y 2H3,5149999999,Montreal,,,,,,,,,,,,,,,,,,,
999419,Xavier,Michelle,Married,X1A 2N6,8679999999,Yellowknife,,,,,,,,,,,,,,,,,,,
999421,Xiong,Wu,Married,K1N5B6,6131111114,Ottawa,,,,,,,,,,,,,,,,,,,
999423,Xiques,Andrea,Married,M5G 2L5,4168888889,Toronto,,,,,,,,,,,,,,,,,,,
999425,Yost,Mary,Married,T2H 0K5,4033333334,Calgary,,,,,,,,,,,,,,,,,,,
999427,Yoder,Estelle,Coresident,T2H 0K5,4034444445,Calgary,,,,,,,,,,,,,,,,,,,
999429,Young,Neil,Single,T2P 0M9,4035555556,Calgary,,,,,,,,,,,,,,,,,,,
999431,Youpa,Machdel,Single,M5G 2L5,4169999990,Toronto,,,,,,,,,,,,,,,,,,,
